detection_id,symbol,reason,tier,pivot_dist,target_new,target_legacy,target_code,breakout_price
bump_and_run_reversal_bottoms:000817,IFS,ok,data_limited,20.0,19.61,19.61,19.61,16.58
bump_and_run_reversal_bottoms:000818,IFS,ok,data_limited,2.0,20.19,20.19,20.19,14.25
bump_and_run_reversal_bottoms:000819,IFS,ok,data_limited,83.0,31.44,27.93,27.93,22.1
bump_and_run_reversal_bottoms:000820,IJC,ok,standard,158.0,4.44,3.74,3.74,2.99
bump_and_run_reversal_bottoms:000821,IJC,ok,premium,24.0,3.09,3.05,3.05,2.73
bump_and_run_reversal_bottoms:000822,ILA,ok,loose,4.0,6.14,6.14,6.14,4.5
bump_and_run_reversal_bottoms:000823,ILS,ok,data_limited,12.0,14.9,12.8,12.8,10.7
bump_and_run_reversal_bottoms:000824,IMP,ok,standard,25.0,18.39,17.16,17.16,15.47
bump_and_run_reversal_bottoms:000825,IMP,ok,standard,3.0,34.74,34.74,34.74,27.93
bump_and_run_reversal_bottoms:000826,INN,ok,data_limited,23.0,23.77,21.75,21.75,17.95
bump_and_run_reversal_bottoms:000827,INN,ok,standard,20.0,17.37,16.27,16.27,13.37
bump_and_run_reversal_bottoms:000828,IPA,ok,data_limited,51.0,8.27,7.67,7.67,6.54
bump_and_run_reversal_bottoms:000829,IPA,ok,standard,126.0,21.9,18.0,18.0,13.8
bump_and_run_reversal_bottoms:000830,IPA,ok,standard,24.0,14.4,13.1,13.1,11.5
bump_and_run_reversal_bottoms:000831,ITA,ok,standard,62.0,7.9,7.0,7.0,6.0
bump_and_run_reversal_bottoms:000832,ITA,ok,premium,32.0,3.68,3.24,3.24,2.49
bump_and_run_reversal_bottoms:000833,ITC,ok,standard,28.0,5.72,4.97,4.97,3.98
bump_and_run_reversal_bottoms:000834,ITC,ok,data_limited,128.0,15.8,13.45,13.45,10.35
bump_and_run_reversal_bottoms:000835,ITD,ok,loose,7.0,9.69,9.28,9.28,8.46
bump_and_run_reversal_bottoms:000836,ITD,ok,data_limited,52.0,14.32,13.69,13.69,12.9
bump_and_run_reversal_bottoms:000837,ITQ,ok,standard,32.0,4.18,3.61,3.61,2.76
bump_and_run_reversal_bottoms:000838,ITS,ok,standard,36.0,9.31,5.63,5.63,3.97
bump_and_run_reversal_bottoms:000839,ITS,ok,data_limited,37.0,3.76,3.03,3.03,2.61
bump_and_run_reversal_bottoms:000840,ITS,cut_by_search_cap,data_limited,,,2.44,2.44,2.25
bump_and_run_reversal_bottoms:000841,IVS,ok,data_limited,86.0,12.1,10.4,10.29,9.4
bump_and_run_reversal_bottoms:000842,IVS,ok,data_limited,18.0,13.5,13.0,12.86,10.78
bump_and_run_reversal_bottoms:000843,IVS,ok,standard,208.0,14.4,11.4,11.28,9.99
bump_and_run_reversal_bottoms:000844,JOS,no_pivot_fits_lead_in,data_limited,,,1.5,1.5,1.1
bump_and_run_reversal_bottoms:000845,JVC,ok,premium,23.0,3.53,3.23,3.23,2.99
bump_and_run_reversal_bottoms:000846,JVC,ok,standard,8.0,3.83,3.8,3.8,3.4
bump_and_run_reversal_bottoms:000847,KBC,no_pivot_fits_lead_in,premium,,,31.88,31.88,28.39
bump_and_run_reversal_bottoms:000848,KBC,ok,premium,32.0,36.3,32.5,32.5,26.6
bump_and_run_reversal_bottoms:000849,KCB,no_pivot_fits_lead_in,standard,,,12.81,12.81,7.69
bump_and_run_reversal_bottoms:000850,KCB,ok,data_limited,3.0,9.57,9.4,9.4,7.21
bump_and_run_reversal_bottoms:000851,KDC,ok,standard,29.0,20.68,19.61,19.61,16.97
bump_and_run_reversal_bottoms:000852,KDC,no_pivot_fits_lead_in,premium,,,29.64,29.64,26.26
bump_and_run_reversal_bottoms:000853,KDC,no_pivot_fits_lead_in,standard,,,36.24,36.24,30.13
bump_and_run_reversal_bottoms:000854,KDC,ok,standard,9.0,57.72,57.62,57.62,55.18
bump_and_run_reversal_bottoms:000855,KDC,ok,premium,12.0,53.2,52.2,52.2,47.5
bump_and_run_reversal_bottoms:000856,KDH,ok,premium,6.0,37.84,36.82,36.82,27.65
bump_and_run_reversal_bottoms:000857,KDM,ok,standard,45.0,20.19,20.19,20.19,16.4
bump_and_run_reversal_bottoms:000858,KGM,ok,standard,53.0,8.56,6.76,6.76,5.86
bump_and_run_reversal_bottoms:000859,KHG,ok,standard,3.0,6.1,6.02,6.02,5.49
bump_and_run_reversal_bottoms:000860,KHP,no_pivot_fits_lead_in,standard,,,4.88,4.88,4.31
bump_and_run_reversal_bottoms:000861,KHP,ok,standard,9.0,9.04,8.8,8.8,7.71
bump_and_run_reversal_bottoms:000862,KKC,ok,data_limited,63.0,11.158,10.438,10.438,9.538
bump_and_run_reversal_bottoms:000863,KLB,ok,standard,38.0,5.54,4.55,4.55,4.35
bump_and_run_reversal_bottoms:000864,KLF,ok,standard,64.0,4.1,2.7,2.7,2.0
bump_and_run_reversal_bottoms:000865,KLF,ok,standard,85.0,2.7,2.1,2.1,1.8
bump_and_run_reversal_bottoms:000866,KMR,ok,standard,40.0,7.6,6.27,6.27,5.09
bump_and_run_reversal_bottoms:000867,KMR,ok,standard,20.0,4.6,4.35,4.35,3.6
bump_and_run_reversal_bottoms:000868,KMR,ok,data_limited,3.0,2.9,2.9,2.9,2.37
bump_and_run_reversal_bottoms:000869,KPF,ok,standard,4.0,5.403,4.984,4.984,4.559
bump_and_run_reversal_bottoms:000870,KPF,ok,data_limited,38.0,21.298,16.837,16.837,11.068
bump_and_run_reversal_bottoms:000871,KPF,ok,standard,13.0,10.565,10.397,10.397,9.123
bump_and_run_reversal_bottoms:000872,KSB,ok,premium,33.0,36.91,34.3,34.3,29.17
bump_and_run_reversal_bottoms:000873,KSB,ok,premium,81.0,34.3,31.03,31.03,24.49
bump_and_run_reversal_bottoms:000874,KSB,ok,premium,22.0,22.98,19.36,19.36,16.86
bump_and_run_reversal_bottoms:000875,KSB,ok,standard,6.0,19.35,19.05,19.05,16.45
bump_and_run_reversal_bottoms:000876,KSB,ok,data_limited,29.0,17.1,15.5,15.5,14.25
bump_and_run_reversal_bottoms:000877,KSD,ok,data_limited,71.0,7.2,4.6,4.6,4.1
bump_and_run_reversal_bottoms:000878,KSD,ok,standard,35.0,6.1,4.5,4.5,3.6
bump_and_run_reversal_bottoms:000879,KSD,ok,standard,81.0,13.4,6.6,6.6,5.7
bump_and_run_reversal_bottoms:000880,KSD,ok,data_limited,11.0,4.0,3.9,3.9,3.5
bump_and_run_reversal_bottoms:000881,KSH,no_pivot_fits_lead_in,premium,,,6.1,6.1,5.2
bump_and_run_reversal_bottoms:000882,KST,no_pivot_fits_lead_in,data_limited,,,5.69,5.69,4.53
bump_and_run_reversal_bottoms:000883,KSV,ok,data_limited,19.0,25.91,25.91,25.91,18.5
bump_and_run_reversal_bottoms:000884,KTC,ok,data_limited,5.0,10.759,9.149,9.149,5.93
bump_and_run_reversal_bottoms:000885,KTL,no_pivot_fits_lead_in,standard,,,13.93,14.23,11.77
bump_and_run_reversal_bottoms:000886,KTL,no_pivot_fits_lead_in,data_limited,,,13.648,13.95,11.82
bump_and_run_reversal_bottoms:000887,KTL,ok,data_limited,6.0,19.279,17.784,18.17,18.4
bump_and_run_reversal_bottoms:000888,KTL,ok,data_limited,79.0,21.075,20.627,21.25,17.87
bump_and_run_reversal_bottoms:000889,KTS,no_pivot_fits_lead_in,data_limited,,,12.31,12.31,10.14
bump_and_run_reversal_bottoms:000890,KTS,ok,data_limited,23.0,55.84,50.69,50.69,40.86
bump_and_run_reversal_bottoms:000891,KTS,ok,data_limited,138.0,51.54,38.89,38.89,22.96
bump_and_run_reversal_bottoms:000892,KTS,no_pivot_fits_lead_in,standard,,,19.87,19.87,15.93
bump_and_run_reversal_bottoms:000893,KTS,ok,data_limited,7.0,50.87,48.91,48.91,42.36
bump_and_run_reversal_bottoms:000894,KTS,ok,data_limited,102.0,42.06,25.24,25.24,19.7
bump_and_run_reversal_bottoms:000895,KTT,ok,data_limited,70.0,7.4,6.4,6.4,4.9
bump_and_run_reversal_bottoms:000896,KVC,cut_by_search_cap,standard,,,2.4,2.4,1.6
bump_and_run_reversal_bottoms:000897,L10,ok,standard,18.0,7.35,7.23,7.23,6.21
bump_and_run_reversal_bottoms:000898,L14,ok,premium,48.0,11.85,9.68,9.68,7.82
bump_and_run_reversal_bottoms:000899,L14,no_pivot_fits_lead_in,premium,,,43.38,43.38,30.93
bump_and_run_reversal_bottoms:000900,L14,ok,premium,4.0,57.16,55.29,55.29,45.23
bump_and_run_reversal_bottoms:000901,L14,ok,premium,29.0,40.1,33.5,33.5,28.3
bump_and_run_reversal_bottoms:000902,L18,ok,premium,13.0,26.4,25.2,25.2,21.04
bump_and_run_reversal_bottoms:000903,L18,ok,standard,91.0,26.4,22.8,22.8,17.92
bump_and_run_reversal_bottoms:000904,L43,ok,data_limited,32.0,8.1,5.0,5.0,3.7
bump_and_run_reversal_bottoms:000905,L44,ok,data_limited,33.0,6.022,5.162,5.162,4.614
bump_and_run_reversal_bottoms:000906,L44,no_pivot_fits_lead_in,data_limited,,,3.3,3.3,1.8
bump_and_run_reversal_bottoms:000907,L45,ok,data_limited,11.0,12.1,12.1,12.1,6.2
bump_and_run_reversal_bottoms:000908,LAF,no_pivot_fits_lead_in,standard,,,10.52,10.52,9.44
bump_and_run_reversal_bottoms:000909,LAF,ok,loose,1.0,10.23,10.23,10.23,9.16
bump_and_run_reversal_bottoms:000910,LAF,ok,data_limited,118.0,8.94,5.21,5.21,4.11
bump_and_run_reversal_bottoms:000911,LAF,no_pivot_fits_lead_in,data_limited,,,7.37,7.37,5.82
bump_and_run_reversal_bottoms:000912,LAS,ok,loose,19.0,13.1,12.79,12.79,11.82
bump_and_run_reversal_bottoms:000913,LAS,ok,standard,2.0,11.54,11.54,11.54,10.2
bump_and_run_reversal_bottoms:000914,LAS,ok,standard,12.0,7.75,7.35,7.35,6.15
bump_and_run_reversal_bottoms:000915,LAS,ok,premium,19.0,27.74,24.47,24.47,20.55
bump_and_run_reversal_bottoms:000916,LBE,ok,data_limited,6.0,13.95,13.95,13.95,12.77
bump_and_run_reversal_bottoms:000917,LBM,ok,standard,48.0,5.55,5.33,5.33,4.46
bump_and_run_reversal_bottoms:000918,LBM,ok,standard,2.0,36.37,36.37,36.37,31.0
bump_and_run_reversal_bottoms:000919,LCG,ok,standard,161.0,3.94,3.37,3.37,2.73
bump_and_run_reversal_bottoms:000920,LCG,ok,standard,1.0,2.92,2.92,2.92,2.42
bump_and_run_reversal_bottoms:000921,LCG,ok,standard,43.0,2.54,2.31,2.31,1.89
bump_and_run_reversal_bottoms:000922,LCG,ok,standard,7.0,2.02,1.87,1.87,1.69
bump_and_run_reversal_bottoms:000923,LCG,ok,premium,23.0,4.31,4.31,4.31,3.59
bump_and_run_reversal_bottoms:000924,LCM,ok,standard,12.0,1.61,1.31,1.31,1.1
bump_and_run_reversal_bottoms:000925,LCM,ok,standard,203.0,1.18,0.79,0.79,0.7
bump_and_run_reversal_bottoms:000926,LCM,ok,premium,6.0,1.05,0.86,0.86,0.63
bump_and_run_reversal_bottoms:000927,LDG,ok,premium,31.0,5.13,4.5,4.5,3.7
bump_and_run_reversal_bottoms:000928,LDP,ok,data_limited,22.0,17.23,14.8,14.8,12.2
bump_and_run_reversal_bottoms:000929,LDP,no_pivot_fits_lead_in,data_limited,,,25.0,25.0,19.3
bump_and_run_reversal_bottoms:000930,LEC,cut_by_search_cap,data_limited,,,19.75,19.75,17.9
bump_and_run_reversal_bottoms:000931,LEC,ok,loose,11.0,18.8,18.5,18.5,17.45
bump_and_run_reversal_bottoms:000932,LEC,ok,data_limited,3.0,14.3,14.3,14.3,11.2
bump_and_run_reversal_bottoms:000933,LG9,ok,standard,106.0,11.0,7.0,7.0,5.4
bump_and_run_reversal_bottoms:000934,LGC,ok,standard,65.0,5.307,4.733,4.733,3.681
bump_and_run_reversal_bottoms:000935,LGC,no_pivot_fits_lead_in,data_limited,,,21.145,21.145,17.215
bump_and_run_reversal_bottoms:000936,LGC,ok,data_limited,107.0,74.647,52.369,52.369,46.135
bump_and_run_reversal_bottoms:000937,LHC,ok,data_limited,4.0,5.31,5.26,5.26,4.9
bump_and_run_reversal_bottoms:000938,LHG,ok,standard,28.0,4.99,3.79,3.79,2.76
bump_and_run_reversal_bottoms:000939,LHG,ok,standard,82.0,35.25,21.56,21.56,21.26
bump_and_run_reversal_bottoms:000940,LIC,ok,premium,51.0,43.8,32.0,32.0,26.0
bump_and_run_reversal_bottoms:000941,LIG,ok,standard,8.0,7.24,6.92,6.92,5.9
bump_and_run_reversal_bottoms:000942,LIG,ok,standard,8.0,7.35,7.01,7.01,6.4
bump_and_run_reversal_bottoms:000943,LIG,ok,standard,11.0,7.9,7.9,7.9,5.46
bump_and_run_reversal_bottoms:000944,LIG,ok,loose,18.0,4.87,4.7,4.7,3.69
bump_and_run_reversal_bottoms:000945,LIX,ok,standard,4.0,4.88,4.83,4.83,4.13
bump_and_run_reversal_bottoms:000946,LIX,ok,premium,19.0,17.04,15.76,15.76,14.57
bump_and_run_reversal_bottoms:000947,LLM,no_pivot_fits_lead_in,data_limited,,,21.42,21.42,16.61
bump_and_run_reversal_bottoms:000948,LM3,ok,data_limited,31.0,3.1,3.0,3.0,2.6
bump_and_run_reversal_bottoms:000949,LM3,no_pivot_fits_lead_in,data_limited,,,4.6,4.6,3.7
bump_and_run_reversal_bottoms:000950,LM7,ok,data_limited,233.0,8.0,4.2,4.2,3.5
bump_and_run_reversal_bottoms:000951,LPB,no_pivot_fits_lead_in,premium,,,33.71,33.71,30.11
bump_and_run_reversal_bottoms:000952,LPT,ok,standard,11.0,6.73,6.12,6.12,5.42
bump_and_run_reversal_bottoms:000953,LSG,ok,premium,20.0,14.0,11.0,11.0,8.1
bump_and_run_reversal_bottoms:000954,LSS,ok,standard,1.0,6.87,6.87,6.87,5.95
bump_and_run_reversal_bottoms:000955,LSS,ok,standard,12.0,6.13,6.08,6.08,5.12
bump_and_run_reversal_bottoms:000956,LSS,ok,standard,13.0,7.71,7.67,7.67,6.53
bump_and_run_reversal_bottoms:000957,LSS,cut_by_search_cap,premium,,,3.95,3.95,4.13
bump_and_run_reversal_bottoms:000958,LTG,ok,data_limited,67.0,18.2,8.1,8.1,7.6
bump_and_run_reversal_bottoms:000959,LUT,ok,data_limited,35.0,5.9,5.7,5.7,4.7
bump_and_run_reversal_bottoms:000960,LUT,ok,standard,3.0,3.1,3.1,3.1,2.8
bump_and_run_reversal_bottoms:000961,LUT,ok,loose,51.0,3.4,3.0,3.0,2.7
bump_and_run_reversal_bottoms:000962,M10,ok,data_limited,7.0,17.53,17.39,17.39,16.24
bump_and_run_reversal_bottoms:000963,MA1,no_pivot_before_lead_start,data_limited,,,11.064,11.064,9.018
bump_and_run_reversal_bottoms:000964,MA1,no_pivot_fits_lead_in,data_limited,,,35.375,35.375,24.323
bump_and_run_reversal_bottoms:000965,MAC,ok,data_limited,17.0,3.01,2.64,2.64,2.13
bump_and_run_reversal_bottoms:000966,MAC,no_pivot_fits_lead_in,standard,,,4.22,4.22,3.75
bump_and_run_reversal_bottoms:000967,MAS,no_pivot_fits_lead_in,standard,,,88.25,88.25,81.79
bump_and_run_reversal_bottoms:000968,MBB,no_pivot_fits_lead_in,premium,,,6.61,6.61,5.37
bump_and_run_reversal_bottoms:000969,MBB,ok,premium,89.0,6.61,5.14,5.14,4.41
bump_and_run_reversal_bottoms:000970,MBB,ok,standard,24.0,12.62,12.44,12.44,9.26
bump_and_run_reversal_bottoms:000971,MBB,ok,data_limited,9.0,23.63,23.11,23.11,19.992
bump_and_run_reversal_bottoms:000972,MBG,cut_by_search_cap,standard,,,8.81,8.81,5.72
bump_and_run_reversal_bottoms:000973,MBG,cut_by_search_cap,standard,,,4.0,4.0,3.3
bump_and_run_reversal_bottoms:000974,MBG,no_pivot_fits_lead_in,standard,,,4.7,4.7,3.5
bump_and_run_reversal_bottoms:000975,MBS,no_pivot_before_lead_start,standard,,,1.317,1.38,1.23
bump_and_run_reversal_bottoms:000976,MBT,ok,data_limited,7.0,14.4,14.4,14.4,11.9
bump_and_run_reversal_bottoms:000977,MCC,ok,data_limited,56.0,14.93,12.79,12.79,11.41
bump_and_run_reversal_bottoms:000978,MCC,ok,data_limited,82.0,14.93,11.61,11.61,10.15
bump_and_run_reversal_bottoms:000979,MCF,ok,data_limited,21.0,5.93,5.52,5.52,4.83
bump_and_run_reversal_bottoms:000980,MCF,ok,data_limited,25.0,6.15,5.1,5.1,3.99
bump_and_run_reversal_bottoms:000981,MCF,no_pivot_fits_lead_in,data_limited,,,6.2,6.2,5.07
bump_and_run_reversal_bottoms:000982,MCF,ok,standard,70.0,7.74,7.61,7.61,5.83
bump_and_run_reversal_bottoms:000983,MCF,ok,standard,6.0,8.64,8.14,8.14,7.55
bump_and_run_reversal_bottoms:000984,MCG,no_pivot_fits_lead_in,premium,,,9.6,9.6,6.9
bump_and_run_reversal_bottoms:000985,MCG,ok,standard,16.0,4.0,3.7,3.7,2.5
bump_and_run_reversal_bottoms:000986,MCM,ok,standard,19.0,32.32,30.66,30.66,26.66
bump_and_run_reversal_bottoms:000987,MCO,ok,standard,29.0,2.8,2.1,2.1,1.8
bump_and_run_reversal_bottoms:000988,MCO,ok,data_limited,237.0,10.1,4.0,4.0,3.8
bump_and_run_reversal_bottoms:000989,MCO,ok,standard,84.0,16.4,12.8,12.8,8.7
bump_and_run_reversal_bottoms:000990,MCP,no_pivot_fits_lead_in,data_limited,,,25.15,25.15,21.48
bump_and_run_reversal_bottoms:000991,MDC,ok,loose,85.0,15.2,10.74,10.74,9.33
bump_and_run_reversal_bottoms:000992,MDC,ok,data_limited,42.0,12.5,9.23,9.23,8.3
bump_and_run_reversal_bottoms:000993,MDF,ok,data_limited,139.0,9.2,6.1,6.1,6.2
bump_and_run_reversal_bottoms:000994,MDG,ok,standard,54.0,4.65,3.49,3.49,3.0
bump_and_run_reversal_bottoms:000995,MDG,no_pivot_fits_lead_in,data_limited,,,8.24,8.24,9.06
bump_and_run_reversal_bottoms:000996,MDG,ok,data_limited,2.0,18.61,18.61,18.61,13.88
bump_and_run_reversal_bottoms:000997,MEC,ok,data_limited,19.0,5.56,5.0,5.0,4.45
bump_and_run_reversal_bottoms:000998,MEC,ok,data_limited,91.0,3.9,3.1,3.1,2.6
bump_and_run_reversal_bottoms:000999,MEC,ok,data_limited,13.0,6.4,6.3,6.3,6.1
bump_and_run_reversal_bottoms:001000,MFS,ok,premium,14.0,15.09,15.09,15.09,13.52
bump_and_run_reversal_bottoms:001001,MFS,ok,standard,11.0,25.37,24.43,24.43,21.28
bump_and_run_reversal_bottoms:001002,MFS,ok,data_limited,4.0,38.5,36.0,36.0,31.9
bump_and_run_reversal_bottoms:001003,MGG,no_pivot_fits_lead_in,data_limited,,,34.794,34.794,16.593
bump_and_run_reversal_bottoms:001004,MGR,ok,data_limited,215.0,11.1,7.7,7.7,5.2
bump_and_run_reversal_bottoms:001005,MH3,cut_by_search_cap,data_limited,,,39.13,39.13,35.25
bump_and_run_reversal_bottoms:001006,MHC,ok,standard,83.0,4.33,3.97,3.97,3.53
bump_and_run_reversal_bottoms:001007,MHC,ok,premium,47.0,3.54,3.0,3.0,2.23
bump_and_run_reversal_bottoms:001008,MHC,ok,premium,7.0,8.6,8.51,8.51,7.39
bump_and_run_reversal_bottoms:001009,MHL,ok,data_limited,7.0,7.091,6.273,6.273,5.364
bump_and_run_reversal_bottoms:001010,MIG,ok,standard,19.0,8.01,7.43,7.43,6.78
bump_and_run_reversal_bottoms:001011,MIG,ok,standard,12.0,16.07,15.48,15.48,13.71
bump_and_run_reversal_bottoms:001012,MIG,ok,standard,3.0,19.39,19.06,19.06,16.85
bump_and_run_reversal_bottoms:001013,MKP,ok,data_limited,19.0,29.2,25.98,25.98,23.99
bump_and_run_reversal_bottoms:001014,MKP,no_pivot_fits_lead_in,data_limited,,,32.26,32.26,27.96
bump_and_run_reversal_bottoms:001015,MKV,no_pivot_fits_lead_in,data_limited,,,15.41,15.41,8.01
bump_and_run_reversal_bottoms:001016,MKV,ok,data_limited,249.0,35.05,14.41,14.41,13.04
bump_and_run_reversal_bottoms:001017,MKV,ok,data_limited,12.0,10.5,10.0,10.0,9.6
bump_and_run_reversal_bottoms:001018,MLS,ok,premium,5.0,46.29,44.65,44.65,36.34
bump_and_run_reversal_bottoms:001019,MML,ok,premium,26.0,56.58,52.43,52.43,39.67
bump_and_run_reversal_bottoms:001020,MML,ok,standard,8.0,75.0,69.9,69.9,60.5
bump_and_run_reversal_bottoms:001021,MML,ok,data_limited,9.0,38.0,36.1,36.1,34.9
bump_and_run_reversal_bottoms:001022,MML,ok,standard,10.0,35.8,31.1,31.1,25.8
bump_and_run_reversal_bottoms:001023,MML,ok,data_limited,32.0,34.0,31.6,31.6,29.1
bump_and_run_reversal_bottoms:001024,MPC,no_pivot_fits_lead_in,premium,,,18.09,18.09,11.48
bump_and_run_reversal_bottoms:001025,MPC,no_pivot_fits_lead_in,premium,,,20.35,20.35,17.39
bump_and_run_reversal_bottoms:001026,MQN,no_pivot_fits_lead_in,data_limited,,,23.24,23.24,17.7
bump_and_run_reversal_bottoms:001027,MQN,no_pivot_fits_lead_in,data_limited,,,23.0,23.0,18.6
bump_and_run_reversal_bottoms:001028,MRF,no_pivot_before_lead_start,data_limited,,,11.631,11.631,8.244
bump_and_run_reversal_bottoms:001029,MRF,no_pivot_fits_lead_in,data_limited,,,29.379,29.379,19.879
bump_and_run_reversal_bottoms:001030,MSB,ok,premium,72.0,12.97,9.56,9.56,8.2
bump_and_run_reversal_bottoms:001031,MSN,ok,premium,12.0,74.45,74.12,74.12,65.47
bump_and_run_reversal_bottoms:001032,MSN,ok,premium,156.0,65.55,53.25,53.25,43.7
bump_and_run_reversal_bottoms:001033,MSN,ok,premium,2.0,136.49,136.49,136.49,114.16
bump_and_run_reversal_bottoms:001034,MSN,no_pivot_fits_lead_in,standard,,,82.3,82.3,69.1
bump_and_run_reversal_bottoms:001035,MSR,ok,premium,41.0,26.25,15.42,15.42,10.91
bump_and_run_reversal_bottoms:001036,MSR,ok,standard,27.0,18.18,16.18,16.18,14.4
bump_and_run_reversal_bottoms:001037,MST,ok,standard,57.0,6.82,5.55,5.55,4.73
bump_and_run_reversal_bottoms:001038,MST,ok,standard,29.0,6.91,6.82,6.82,5.55
bump_and_run_reversal_bottoms:001039,MTA,ok,standard,133.0,7.17,3.44,3.44,2.96
bump_and_run_reversal_bottoms:001040,MTA,no_pivot_fits_lead_in,premium,,,9.18,9.18,6.88
bump_and_run_reversal_bottoms:001041,MTG,ok,data_limited,35.0,8.54,7.68,7.68,5.46
bump_and_run_reversal_bottoms:001042,MTL,ok,data_limited,99.0,11.7,7.7,7.7,5.5
bump_and_run_reversal_bottoms:001043,MTL,ok,standard,17.0,7.0,7.0,7.0,6.0
bump_and_run_reversal_bottoms:001044,MTP,no_pivot_fits_lead_in,data_limited,,,5.67,5.67,5.01
bump_and_run_reversal_bottoms:001045,MVB,ok,standard,26.0,20.8,19.5,19.5,16.2
bump_and_run_reversal_bottoms:001046,MVC,ok,standard,7.0,14.54,14.31,14.31,10.89
bump_and_run_reversal_bottoms:001047,MVC,ok,standard,15.0,12.83,12.83,12.83,10.34
bump_and_run_reversal_bottoms:001048,MVC,cut_by_search_cap,standard,,,12.02,12.02,8.72
bump_and_run_reversal_bottoms:001049,MVN,ok,data_limited,36.0,20.28,18.88,18.88,12.89
bump_and_run_reversal_bottoms:001050,MVN,no_pivot_fits_lead_in,premium,,,21.98,21.98,17.38
bump_and_run_reversal_bottoms:001051,MVN,ok,premium,71.0,70.5,58.2,58.2,51.4
bump_and_run_reversal_bottoms:001052,MVN,no_pivot_fits_lead_in,data_limited,,,64.0,64.0,61.0
bump_and_run_reversal_bottoms:001053,MWG,ok,premium,3.0,68.73,67.76,67.76,57.76
bump_and_run_reversal_bottoms:001054,NAB,no_pivot_fits_lead_in,standard,,,6.95,6.95,5.36
bump_and_run_reversal_bottoms:001055,NAG,ok,standard,110.0,2.96,2.72,2.72,2.17
bump_and_run_reversal_bottoms:001056,NAG,ok,standard,25.0,11.76,11.54,11.54,9.61
bump_and_run_reversal_bottoms:001057,NAS,no_pivot_fits_lead_in,data_limited,,,34.5,34.5,36.9
bump_and_run_reversal_bottoms:001058,NAV,no_pivot_fits_lead_in,data_limited,,,2.29,2.29,2.0
bump_and_run_reversal_bottoms:001059,NAV,ok,data_limited,68.0,2.94,2.47,2.47,1.93
bump_and_run_reversal_bottoms:001060,NAV,ok,standard,195.0,15.87,13.8,13.8,11.12
bump_and_run_reversal_bottoms:001061,NBB,ok,standard,12.0,17.1,17.1,17.1,14.1
bump_and_run_reversal_bottoms:001062,NBB,ok,premium,27.0,19.7,18.7,18.7,17.8
bump_and_run_reversal_bottoms:001063,NBC,ok,standard,22.0,11.89,11.25,11.25,9.76
bump_and_run_reversal_bottoms:001064,NBC,ok,loose,96.0,11.17,9.62,9.62,7.96
bump_and_run_reversal_bottoms:001065,NBP,ok,data_limited,58.0,7.62,7.62,7.62,6.8
bump_and_run_reversal_bottoms:001066,NCG,ok,standard,8.0,13.9,12.9,12.9,11.1
bump_and_run_reversal_bottoms:001067,NCS,ok,data_limited,2.0,40.65,40.65,40.65,36.96
bump_and_run_reversal_bottoms:001068,NDC,no_pivot_fits_lead_in,data_limited,,,19.632,19.632,17.847
bump_and_run_reversal_bottoms:001069,NDC,ok,data_limited,46.0,179.795,146.175,146.175,125.613
bump_and_run_reversal_bottoms:001070,NDN,ok,standard,16.0,4.55,4.52,4.52,3.81
bump_and_run_reversal_bottoms:001071,NDN,ok,standard,76.0,3.63,3.42,3.42,2.76
bump_and_run_reversal_bottoms:001072,NDN,ok,premium,57.0,9.39,9.39,9.39,7.55
bump_and_run_reversal_bottoms:001073,NDN,ok,standard,75.0,22.92,18.57,18.57,13.36
bump_and_run_reversal_bottoms:001074,NDN,ok,loose,56.0,12.22,9.38,9.38,8.53
bump_and_run_reversal_bottoms:001075,NDP,cut_by_search_cap,data_limited,,,24.283,24.283,18.684
bump_and_run_reversal_bottoms:001076,NDT,ok,standard,29.0,8.5,7.7,7.7,6.8
bump_and_run_reversal_bottoms:001077,NDT,ok,data_limited,92.0,6.3,5.6,5.6,5.0
bump_and_run_reversal_bottoms:001078,NDX,no_pivot_fits_lead_in,standard,,,8.503,8.503,7.391
bump_and_run_reversal_bottoms:001079,NET,ok,data_limited,7.0,54.26,43.33,43.33,40.93
bump_and_run_reversal_bottoms:001080,NET,no_pivot_fits_lead_in,standard,,,87.35,87.35,72.87
bump_and_run_reversal_bottoms:001081,NGC,no_pivot_fits_lead_in,data_limited,,,11.451,11.451,8.4
bump_and_run_reversal_bottoms:001082,NHA,no_pivot_fits_lead_in,standard,,,4.03,4.03,2.83
bump_and_run_reversal_bottoms:001083,NHA,ok,standard,64.0,2.69,2.46,2.46,2.07
bump_and_run_reversal_bottoms:001084,NHA,ok,loose,109.0,2.69,2.49,2.49,2.27
bump_and_run_reversal_bottoms:001085,NHH,no_pivot_fits_lead_in,data_limited,,,14.88,14.88,12.39
bump_and_run_reversal_bottoms:001086,NHH,no_pivot_fits_lead_in,standard,,,35.07,35.07,31.17
bump_and_run_reversal_bottoms:001087,NHH,ok,standard,2.0,14.34,14.34,14.34,12.94
bump_and_run_reversal_bottoms:001088,NHP,ok,premium,4.0,14.43,13.95,13.95,13.067
bump_and_run_reversal_bottoms:001089,NHT,no_pivot_fits_lead_in,data_limited,,,19.65,19.65,16.22
bump_and_run_reversal_bottoms:001090,NHT,cut_by_search_cap,standard,,,9.77,9.77,8.68
